prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
What is condensation?,3840,12,-1,117.60795424173152,27.911582098061245,0.2373273328153597,0.5888229428642311,1.1977783587405209,1.8631611045042016,8144.381611694622,0.3972797226072619,0.031327331255363036,3.819143990856274e-07,10,1.3465144832928975,2.1209327113788077,1.4563422370373,1.1999741196632385,2.027166485786438,2.329185259342194,2.3627429008483887,6,80.75571198216822,3.4254343509674072,0.4718092978000641,1.3732753052390111e-12,119.17169205844402,0.013296190948941956,117.65753477811813,0.00042157468605146946,117.93603897094727,0.0027896474463062044,3.3593345815169218,0.5180840658135107,2.7578612007611357e-05,0.6646405537246665,0.37827404865730585,,factual,0,6.054787874221802
Define refraction.,3840,12,-1,290.11503521473014,42.13441521233219,0.14523347671776488,0.7646561595882668,1.056196209706387,1.344351870241205,64358.61132374267,0.4725231264567307,0.11745826577475955,2.5758187100077087e-07,10,3.2343562642733255,16.760055032224653,4.09390461933649,2.3428444862365723,6.430345296859741,7.864105963706971,8.023412704467773,6,70.86511831379184,5.3620123863220215,0.239590123295784,4.882643637555318e-13,289.59738090634346,0.0017843070697922824,290.1932895183563,0.00026973542949354815,289.3643617630005,0.0025875027510174923,7.28705120800082,2.223004034892144,2.7373179437436035e-06,6.263744311558185,0.9070502368775474,,factual,1,5.99512505531311
Define condensation.,3840,12,-1,262.1640053869261,88.50559746196438,0.337596297139797,1.5360837227687127,1.24621386889983,0.7314822825045392,105574.98160973655,0.46408085688999035,0.13808121083453886,0.000599670920113427,10,4.674438029527664,27.493484794202228,5.243423003554284,4.32469367980957,7.458066940307617,8.475457572937012,8.5885009765625,6,49.99863738042243,5.829568862915039,0.15795405209064484,3.8164477804632546e-13,262.73708790540695,0.002185969495068794,262.6326382160187,0.0017875559552919733,264.5137548446655,0.008962898832246099,5.382657543026603,3.719876052740525,4.1524859095536264e-05,3.399776285781627,0.16277748934455744,,factual,2,5.947829008102417
Who wrote Hamlet?,3840,12,-1,123.72591863530397,49.08003267087444,0.3966835179906237,2.046472107568841,1.3938540210761066,0.5844274873776434,31327.605690902205,0.40150573213549534,0.08745947138308706,3.9928509763687447e-05,10,2.3560876846313477,8.158230648672449,2.856261656198964,1.8355764746665955,3.906454026699066,5.705049461126328,5.904893398284912,6,43.31743149887457,5.1086273193359375,0.22323662042617798,7.005155124929127e-13,121.97638861835003,0.014140367970197599,123.87096881866455,0.001172350829644125,123.63762855529785,0.000713594055149933,3.654510880956994,1.5055519845714662,2.5795986549125794e-07,0.866811320623583,0.0991072171692653,,factual,3,5.9200921058654785
Who wrote The Stranger?,3840,12,-1,95.6896048922396,55.03558444018515,0.5751469504149656,1.2303902810054597,1.7290536497487163,1.1272682252758524,11266.069204068057,0.3800924725619554,0.044846796524614214,8.164058206933163e-07,10,1.5386345386505127,2.93387218855939,1.7128549817656455,1.400725543498993,2.446670651435852,2.877655398845673,2.9255425930023193,6,55.865561247657375,6.200552463531494,0.07698599249124527,1.1681368622419428e-12,95.73344141244888,0.0004581116230822393,95.81263363361359,0.001285706441285162,95.42256593704224,0.002790678835993587,4.880678244405638,2.0634125509111643,1.3327444326918403e-05,1.4743660352822872,0.2836500652367323,,factual,4,5.896878957748413
Define magnetism.,3840,12,-1,194.46465777439983,78.21748752538178,0.40221955197700854,1.184633918787215,1.398407043919323,1.0118855113900198,44798.71228980094,0.4391875365372347,0.10236279286987739,8.330308913015135e-07,10,3.1009133060773215,11.666331325468995,3.415601166042223,2.714224338531494,4.973672389984131,5.13377194404602,5.1515607833862305,6,56.93424036380568,5.514695167541504,0.20016193389892578,5.854253192559541e-13,193.9970627427101,0.002404524488106061,194.62278485298157,0.0008131404461431042,193.96218061447144,0.0025838996436633494,3.443532419109654,1.717864487024904,4.707909385343951e-05,1.2375826020625027,0.4824829264640861,,factual,5,5.867792129516602
Is Venus a planet?,3840,12,-1,129.19022917332558,29.777676950694225,0.23049480708593953,1.5992849491956345,1.1558045518296602,0.6733653499328309,26692.250221790084,0.4051071635746079,0.08078753761705693,1.8336067493219624e-06,10,2.2625816464424133,6.9511068285911675,2.636495178943282,1.5953933596611023,4.102980613708496,4.518023061752319,4.564138889312744,6,49.00074546127429,4.791776180267334,0.27564311027526855,7.58709895677916e-13,127.91689485311508,0.009856274180782979,129.27766144275665,0.0006767715328825201,130.2440643310547,0.008157235763667895,4.90372367655295,0.9812360021498625,0.00010413338263278959,1.1174588487374422,0.3088548174978777,,factual,6,5.919376850128174
What is magnetism?,3840,12,-1,116.27650649003995,26.89573033152046,0.2313083798559434,1.352903611266911,1.1716994500011446,0.8016229956264719,18291.562528496288,0.3963309192745042,0.06504031345452739,2.0999293134173246e-05,10,2.009091933568319,4.763427741795908,2.182527832994555,2.3055089712142944,2.814330220222473,2.9358286023139955,2.9493284225463867,6,53.2760704043112,3.283830165863037,0.4664791524410248,9.16595576927777e-13,116.13692156970501,0.0012004567779725596,116.20892584323883,0.000581206374710846,116.00284576416016,0.002353534124309386,2.810627680560651,0.34155192743594803,9.947976984418621e-06,0.5040600798295145,0.3570379683134297,,factual,7,5.858831882476807
Currency of Vietnam?,3840,12,-1,121.82404726573118,45.97015165963331,0.37734874757000647,1.8288839030909045,1.3180777411461906,0.6341730848270634,27142.646136576957,0.4002148140153134,0.08148474093999483,0.0003419118328338316,10,2.403245985507965,7.06839743140025,2.658645789006172,2.1381372213363647,3.697694182395935,4.56199301481247,4.658026218414307,6,45.82184199544099,4.671589374542236,0.4134066104888916,7.526271828867542e-13,121.63129635155201,0.0015822074418421533,121.8789890408516,0.0004509928569403744,120.86203098297119,0.007896768366770515,2.087480984220525,0.7692826584502596,0.0002761761286976088,0.5353737183954763,0.14153541491797492,,factual,8,5.8726630210876465
Define osmosis.,4608,12,-1,352.27576611682366,50.5297481869656,0.1434380478224792,2.6425121859704004,1.0484202779887974,0.38756573955408513,327931.04643369745,0.4887011912790014,0.17770872660845152,0.0001276999841243687,10,6.6527789036432905,71.16559167397948,8.435970108646632,3.5263094902038574,13.772218227386475,15.623231267929079,15.828899383544922,6,41.758773630042754,6.315665245056152,0.17788927257061005,2.3704925203478096e-13,350.2930700778961,0.005628249881571542,349.18761253356934,0.008766295840600643,324.9901533126831,0.07745526496163199,15.048186836196605,4.506350189646053,0.001309545973113806,14.179256245237411,0.96799416856745,,factual,9,6.445549011230469
