prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
Chemical symbol for nitrogen?,33600,31,-2,2050.869174479734,999.3587209729126,0.48728545604398693,2.6117500832570935,2.41813947873909,0.6234528726325804,10985188.970703041,0.24600061192987807,0.09338350194055682,0.00021195501770858048,15,17.82121479511261,326.9401479375905,18.08148633098481,17.646739959716797,22.251797103881838,24.383378734588625,24.666555404663086,32,113.42370516107455,2.175295352935791,0.4592764377593994,1.102851686428882e-13,2056.646943092346,0.0028172292433417015,2049.673080444336,0.0005832132299230236,2054.9760818481445,0.002002520404283001,17.41556403781589,12.930482706656026,9.909292319830507e-07,12.287491170403111,0.3506122826621076,,factual,0,106.76573061943054
Chemical symbol for carbon?,33600,31,-2,1957.5239512599335,880.4275383920819,0.44976590852204207,2.252213335938709,2.338681493969629,0.7054960940120836,8630256.326478947,0.2444979246266891,0.08949199062033629,0.0006275262896526636,15,15.770027965307236,256.85286685949245,16.026629928325306,14.813801765441895,19.77283630371094,22.398767490386966,22.719789505004883,32,122.14195748041222,2.257155418395996,0.4724826514720917,1.2448761870959038e-13,1969.7916507720947,0.006266947336335426,1958.5342407226562,0.0005161057988958488,1959.4598770141602,0.0009889665732981914,14.88512847067836,4.9069360206472075,4.757680329170507e-07,12.00398000596152,0.8600475195351361,,factual,1,107.47135591506958
Chemical symbol for tin?,33600,31,-2,1992.0402919415083,914.6838820491654,0.4591693680842589,2.701459954447643,2.60699888435768,0.6298137793036871,10719999.643783813,0.2450617633812339,0.09298936023268572,0.0001298247567297878,15,17.595728278160095,319.0476084459468,17.861903830385685,17.117570877075195,21.970009422302248,24.437925243377688,24.528955459594727,32,111.52452229379087,2.5958871841430664,0.5469228029251099,1.1187958865779395e-13,2007.8349113464355,0.007928865429490548,1993.5027360916138,0.0007341438604538288,1995.6003189086914,0.0017871259841403242,20.547770250387686,7.889723776033561,0.0002271290947576232,16.64863472604142,0.8742072754075816,,factual,2,105.3947970867157
Hemisphere of Thailand?,33600,31,-2,1438.4031152519756,1192.7449995162133,0.8292146943155575,6.687569423482884,4.693409620817987,0.47048988391571,13836604.690582152,0.2345577041771244,0.09710559364968085,0.0006481789319742438,15,20.10961890220642,411.8037110292307,20.292947322388404,19.66897964477539,24.148976135253907,25.248447036743165,25.36701011657715,32,70.88192229548498,4.252896308898926,0.17155443131923676,9.811343617414071e-14,1435.2695643901825,0.002178492822051594,1440.5229091644287,0.001473713376991534,1444.5408821105957,0.004267070053963922,17.440745701545154,12.009195850282076,3.0338315489635132e-05,12.719181255055567,0.6190836380284961,,factual,3,107.63871097564697
Chemical symbol for neon?,33600,31,-2,2002.894943696635,1090.157966622249,0.5442911372127202,4.094858470625521,2.9410672975959753,0.4545767017035997,16426885.739151,0.24523706080041388,0.09987336417539237,0.0020926774676466565,15,21.76699474453926,488.8954089033035,22.110979374584552,21.29137420654297,26.433819198608397,32.30518899917603,33.85303497314453,32,90.58372810020214,1.5945979356765747,0.6221055388450623,9.000275868565251e-14,2016.9652998447418,0.007025009570466006,2000.8423328399658,0.0010248220273005274,1987.8475189208984,0.007512837766699994,41.28298240329144,7.427496408308278,1.2415362797744046e-06,6.299560716211749,0.10975674354318632,,factual,4,108.14252018928528
Symbol of the element hydrogen?,34560,31,-2,1291.456922168,962.5125548166037,0.7452920328157829,5.394451797888425,4.558256675983059,0.5217395884511044,8997195.67198335,0.23108149216439164,0.08970921406170615,9.887318424000757e-07,15,15.928176909685135,260.3355229161849,16.1349162661659,16.004451274871826,18.804704475402833,22.019427947998047,22.13125991821289,32,80.0411294898406,2.1698806285858154,0.46231409907341003,1.235074084594945e-13,1299.3060052394867,0.0060776963882855275,1293.7084436416626,0.0017433964966349948,1305.9089660644531,0.011190496290183824,25.18334288410632,7.934140638621809,1.0547620517577094e-05,6.847399946477935,0.19604530456532288,,factual,5,107.51013684272766
Symbol of the element chlorine?,34560,31,-2,1441.2234018864049,1021.6818584696365,0.7088990208820959,5.525704541174954,4.0604437451586515,0.4454352575786412,11477578.460164692,0.23462089085550417,0.09363635109938638,0.012582038295549504,15,18.031175673007965,332.105858222358,18.223771789131852,17.441285133361816,21.058119010925292,25.613310146331788,25.955976486206055,32,79.0848030014199,2.363464832305908,0.5353174209594727,1.0935331165592759e-13,1459.1620862483978,0.012446845047418154,1442.887783050537,0.0011548391192883365,1451.698112487793,0.007267929862697089,17.941067054832892,8.583424244166359,0.0006129702998229131,5.360165067827074,0.04126927136857983,,factual,6,108.22418928146362
Author of The Stranger?,34560,31,-2,2017.8465175529998,918.7961351280494,0.4553349955685697,3.241213538489944,2.56079646728965,0.5200053300716195,13197263.971831925,0.2454769723002585,0.09588819142408048,0.0014150635029076255,15,18.340327262878418,381.8652769627293,19.541373466640703,15.893499374389648,29.27175903320314,37.74070705413819,38.995445251464844,32,103.26021970756483,3.9549732208251953,0.2008403092622757,1.0201528884616959e-13,2024.504393339157,0.003299495639654092,2011.1498832702637,0.003318703491312599,1935.1598739624023,0.040977667464456004,15.441642214259222,5.985323486720957,0.0023810701013715777,13.687842355454954,0.9149341356293539,,factual,7,111.71995902061462
Symbol of the element potassium?,34560,31,-2,1336.9455703541973,1074.341759214931,0.8035792802920949,7.32472522851209,4.623781613566018,0.3975602012491951,13092385.697504021,0.23219815696748966,0.09575950244838709,0.00028447821309204944,15,19.146602630615234,378.83060467314874,19.463571220953998,18.37535285949707,23.719490814208985,28.214369392395025,29.53473472595215,32,68.68963332457747,2.33247447013855,0.4685506820678711,1.0254852299856082e-13,1348.4370708465576,0.008595339067779565,1339.3969535827637,0.0018335699544723284,1352.133560180664,0.01136021552653258,34.30596658854204,11.844671603737332,1.266637174183306e-06,9.399866110155237,0.19800811465631712,,factual,8,109.58097529411316
On which continent is Paraguay?,34560,31,-2,1736.898111318271,1087.8111403317405,0.6262953095769751,5.947061585329323,3.8106221867548715,0.3862433412659336,17941184.888551816,0.2406405195700906,0.10084124575476355,0.000373359837342245,15,22.554165542125702,519.1315071918929,22.78445757949688,21.80152702331543,26.721050262451175,29.40421762466431,29.633222579956055,32,76.23170774454525,3.5437073707580566,0.15751145780086517,8.748642768121861e-14,1747.8036880493164,0.006278765956379696,1738.8302087783813,0.0011123838799294188,1728.3727645874023,0.004908374691246646,45.08360905073869,15.263112561846377,5.400723921804342e-05,35.284864112671656,0.8741956876096426,,factual,9,107.86402606964111
