prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,error,label,prompt_idx,wall_s
What is photosynthesis?,30464,23,-2,1043.0639181192457,612.1690659405793,0.5868950649202632,2.796790749589531,2.359780908038574,0.587335368007536,3042858.936627857,0.302170336351102,0.10008711159859125,0.004453717248539161,15,9.764967024326324,99.88376236304677,9.994186428271526,9.239032745361328,12.12675895690918,15.74093903541565,16.073143005371094,32,104.3670663545484,0.11380977183580399,0.9874078035354614,1.9989289938008852e-13,1048.6635565757751,0.00536845188416272,1094.9269533157349,0.049721818860347135,1402.9228210449219,0.3450017747469775,113.1426208587928,30.98442456935003,0.0038945095073192773,61.25002864350972,0.6174956789449269,,factual,0,77.84174418449402
What is evaporation?,30464,23,-2,1030.008079372919,551.7479407319358,0.5356734105113486,2.5304732889797354,2.31982509026832,0.6338988428322357,2684621.228396749,0.3016226924019259,0.0973641145409645,2.6667086426686904e-05,15,9.200258895754814,88.12438381029244,9.387458857981347,8.633790493011475,11.962217807769777,13.107791976928713,13.339168548583984,32,109.72171435905491,0.18949449062347412,0.9722843766212463,2.1304145151790444e-13,1035.236120223999,0.0050757280023113836,1086.8926048278809,0.05522726141099189,1350.9655952453613,0.31160679445140355,290.98660006108673,66.19695304338427,1.8136435137695676e-06,134.04142997822055,0.5682442578335328,,factual,1,81.72028422355652
Main language of Estonia?,30464,23,-2,606.3482478938076,450.4369857388767,0.7428684543964624,5.498614738069103,3.8221402393900803,0.43503286568217575,2021610.784576508,0.2785849777175301,0.09119791808966504,0.0014385511260674513,15,8.014367192983627,66.36064812816794,8.14620452285406,7.691391706466675,9.237915229797363,12.589667806625371,13.625107765197754,32,74.43322177740959,1.8402369022369385,0.4214540421962738,2.4541874514809584e-13,603.9395183324814,0.0039725183831125725,589.2971158027649,0.028121021459649627,469.16069984436035,0.22625207300586328,1716.1769117316612,1159.0780881482196,1.3081341989488502e-05,506.1320846608646,0.2638764523320629,,factual,2,83.59299778938293
What is respiration?,30464,23,-2,917.2335560862406,598.0379530543051,0.6520018255830966,3.3061272321489135,3.066788364254636,0.5950820854972892,2781502.3551537422,0.2965809624203493,0.09813480038319101,0.0017675182270238165,15,9.377729877829552,91.30456785562441,9.555342372496362,9.0710129737854,11.445412063598633,14.398998270034792,14.915488243103027,32,95.99169975596746,0.13936443626880646,0.983548104763031,2.0925154366392442e-13,919.2357212305069,0.002182830240979609,951.7796635627747,0.03766337073835306,1228.5734176635742,0.33943357121145307,200.3143172768063,65.53822208367068,6.269303837856859e-07,83.86220682452586,0.48849237017013447,,factual,3,84.65963196754456
Is Mars a planet?,30464,23,-2,784.9071884302145,509.352106167991,0.6489329103822782,2.9982629147813165,3.0544446475436313,0.6527951948862083,1847167.7011123481,0.28980719476058475,0.08923615465121772,0.0003029358154315138,15,7.741238743066788,60.63444397033706,7.7868121828086405,7.67754054069519,8.664962100982667,9.749248876571656,9.882384300231934,32,100.7995531422981,0.8954216837882996,0.8115338683128357,2.5690044498202923e-13,779.7951251268387,0.006512952586916415,743.4285879135132,0.052845229510073644,507.1837902069092,0.3538296021708523,568.3217603900442,239.58898869749632,1.8271346746850564e-06,116.02125201340004,0.2704112783430845,,factual,4,82.13422107696533
Chemical symbol for calcium?,31360,23,-2,642.1793148362788,514.671495060917,0.8014451465041812,4.808468018893263,3.907651310419158,0.5225928974733531,1982984.6700274309,0.28108119875172616,0.09014837396327201,0.031217194850791052,15,7.856666937470436,63.232929528935934,7.9519135765509885,7.562898397445679,9.62069787979126,10.366685161590576,10.376723289489746,32,80.75783377851205,0.4092070460319519,0.9287059307098389,2.514354899506649e-13,642.6355987787247,0.0007105241976880464,644.7997093200684,0.004080471642811559,656.09450340271,0.021668696335974014,323.28636884300903,192.2539594522025,4.610296555275203e-07,76.97006817690988,0.42342951736617995,,factual,5,83.09580111503601
Symbol of the element tin?,31360,23,-2,995.7461895613453,456.14524655274505,0.45809389112871185,3.231794116794599,2.5875862904352336,0.5242986047903972,3204357.716697253,0.3001518432761867,0.10058116855180989,0.001985367633917894,15,9.845843866467476,102.17977412937668,10.108401165831156,9.092989921569824,13.744745063781739,15.35217420578003,15.512977600097656,32,98.5067938268131,1.0809909105300903,0.7959197163581848,1.9776537665183223e-13,994.5451468229294,0.0012061735721479669,988.7056350708008,0.0070706316171253395,900.0295639038086,0.09612552542099362,1011.3056278539036,415.48309071265595,0.008157496250091323,358.89359718298783,0.40886688611071087,,factual,6,84.15640091896057
Chemical symbol for nitrogen?,31360,23,-2,633.0141505271056,503.38370348584937,0.7952171417758752,5.026342998105625,3.89012047578674,0.49500336001049006,2014090.3953343981,0.2804562076781515,0.09048673391895438,0.0001058392480455325,15,7.894676834344864,64.22482127979586,8.014039011621785,7.7014195919036865,9.63612632751465,11.514858131408694,12.011103630065918,32,78.98815436374133,0.5796408653259277,0.8744567632675171,2.500002053320441e-13,632.9324096441269,0.00012912962989947014,636.1121535301208,0.0048940501573868115,650.7328510284424,0.02799100223365079,367.4170113802361,302.83308396291557,1.8092887091235874e-06,80.36203552017568,0.29454968149197275,,factual,7,83.13240098953247
Symbol of the element iron?,31360,23,-2,891.896634904975,511.6070934263553,0.57361702399613,3.1434935431944386,3.056304864608466,0.6100009494471612,2500585.009462719,0.29536305416147884,0.09519014764749065,8.745213887978367e-05,15,8.741619870066643,79.7380423935816,8.929616027219849,8.422325134277344,11.409098052978518,12.74779188156128,12.866460800170898,32,99.88073755759896,1.1883248090744019,0.49684223532676697,2.2390565097861506e-13,892.5564587116241,0.0007397985156872057,898.3684182167053,0.007256203307034346,941.8062210083008,0.055958935318377104,1651.2704092304298,456.3271801306246,1.7799427988248844e-06,499.86611231128813,0.4671878772374731,,factual,8,82.25077319145203
Chemical symbol for lead?,31360,23,-2,627.0796031985449,473.26453677376446,0.754712056268109,4.384041942836289,3.9620078609158864,0.5638190615774111,1723931.6783620617,0.28004667354016016,0.08710499185295195,7.230525817342543e-05,15,7.354056805372238,54.97231117225962,7.41433147170125,7.368309020996094,8.463894271850586,9.741772050857545,10.091150283813477,32,84.57668848390105,0.7939571738243103,0.7894818186759949,2.700556900740661e-13,628.1217187643051,0.0016618553058411097,626.6993284225464,0.0006064218546717493,611.8265151977539,0.02432400595233766,454.0351149373454,260.2873418177685,7.54749903055216e-07,81.91287993294131,0.05679706012259811,,factual,9,82.49835014343262
